,Active,Active_scale,Confirmed,Country_Region,Date,Deaths,FIPS,Hospitalization_Rate,ISO3,Incident_Rate,Last_Update,Lat,Long_,Mortality_Rate,People_Hospitalized,People_Tested,Province_State,Recovered,Testing_Rate,UID,Active_per1000
47,855.0,0.855,7862,US,2020-07-19,116,46.0,9.806664970745356,USA,888.7040091153766,2020-07-19 04:35:12,44.2998,-99.4388,1.4754515390485883,771.0,97247.0,SD,6891.0,10992.597147601506,84000046.0,0.855
48,31792.0,31.792,76336,US,2020-07-19,838,47.0,4.7801823517082385,USA,1117.7925763789297,2020-07-19 04:35:12,35.7478,-86.6923,1.0977782435548102,3649.0,1173652.0,TN,43706.0,17185.85585899554,84000047.0,31.792
49,153586.0,153.586,327106,US,2020-07-19,3939,48.0,,USA,1128.1119549359441,2020-07-19 04:35:12,31.0545,-97.5635,1.2041968047055085,,2842685.0,TX,169581.0,9803.754540170723,84000048.0,153.586
50,12668.0,12.668,33332,US,2020-07-19,243,49.0,6.042241689667589,USA,1039.689228617468,2020-07-19 04:35:12,40.15,-111.8624,0.7290291611664467,2014.0,456240.0,UT,20421.0,14231.003650079008,84000049.0,12.668
51,157.0,0.157,1338,US,2020-07-19,56,50.0,,USA,214.42685688369502,2020-07-19 04:35:12,44.0459,-72.7107,4.185351270553063,,80446.0,VT,1125.0,12892.214446087994,84000050.0,0.157
53,64372.0,64.372,76373,US,2020-07-19,2025,51.0,14.588925405575269,USA,894.7669145836358,2020-07-19 04:35:12,37.7693,-78.17,2.651460594712791,11142.0,889701.0,VA,9976.0,10423.513789846877,84000051.0,64.372
54,44582.0,44.582,46026,US,2020-07-19,1444,53.0,10.82866206057446,USA,604.420836904734,2020-07-19 04:35:12,47.4009,-121.4905,3.1373571459609786,4984.0,767657.0,WA,,10080.995228691983,84000053.0,44.582
55,1499.0,1.499,4894,US,2020-07-19,100,54.0,,USA,273.0802774549186,2020-07-19 04:35:12,38.4912,-80.9545,2.043318348998774,,225511.0,WV,3295.0,12583.286973669012,84000054.0,1.499
56,8638.0,8.638,41485,US,2020-07-19,843,55.0,9.839701096781967,USA,712.502709348015,2020-07-19 04:35:12,44.2685,-89.6165,2.032059780643606,4082.0,768742.0,WI,32004.0,13203.103719166245,84000055.0,8.638
57,473.0,0.473,2108,US,2020-07-19,24,56.0,6.7362428842504745,USA,364.2275973246204,2020-07-19 04:35:12,42.756,-107.3025,1.1385199240986716,142.0,44035.0,WY,1611.0,7608.520990602306,84000056.0,0.473
0,35988.0,35.988,67011,US,2020-07-20,1287,1.0,11.61301875811434,USA,1366.6830845664606,2020-07-20 05:34:58,32.3182,-86.9023,1.9205802032502128,7782.0,585533.0,AL,29736.0,11941.89083218357,84000001.0,35.988
1,1145.0,1.145,1875,US,2020-07-20,18,2.0,,USA,256.30685740453424,2020-07-20 05:34:58,61.3707,-152.4044,0.96,,173010.0,AK,712.0,23649.94634643118,84000002.0,1.145
3,122714.0,122.714,143624,US,2020-07-20,2761,4.0,4.617612655266528,USA,1973.2048931150919,2020-07-20 05:34:58,33.7298,-111.4312,1.922380660613825,6632.0,785979.0,AZ,18149.0,10798.31789036447,84000004.0,122.714
4,7579.0,7.579,33228,US,2020-07-20,357,5.0,6.551703382689299,USA,1101.065543024,2020-07-20 05:34:58,34.9697,-92.3731,1.0743950884795954,2177.0,419171.0,AR,25292.0,13889.93453517856,84000005.0,7.579
5,379191.0,379.191,386906,US,2020-07-20,7715,6.0,,USA,979.2058523257474,2020-07-20 05:34:58,36.1162,-119.6816,1.9940243883527264,,6286852.0,CA,,15911.157415769798,84000006.0,379.191
6,33424.0,33.424,40142,US,2020-07-20,1752,8.0,15.000996909580302,USA,696.7501201652585,2020-07-20 05:34:58,39.0598,-105.3111,4.366463961718672,6019.0,435938.0,CO,4948.0,7570.029256420159,84000008.0,33.424
7,35031.0,35.031,47893,US,2020-07-20,4396,9.0,22.24542208673501,USA,1343.3140165153607,2020-07-20 05:34:58,41.5978,-72.7554,9.178794395840727,10654.0,629969.0,CT,8466.0,17669.51720857255,84000009.0,35.031
8,5634.0,5.634,13519,US,2020-07-20,523,10.0,,USA,1388.324070308617,2020-07-20 05:34:58,39.3185,-75.5071,3.8686293364893847,,152995.0,DE,7362.0,15711.712488857669,84000010.0,5.634
10,8797.0,8.797,11261,US,2020-07-20,578,11.0,,USA,1595.6097706124986,2020-07-20 05:34:58,38.8974,-77.0268,5.132759080010656,,147765.0,District of Columbia,1886.0,20937.33041067008,84000011.0,8.797
11,345065.0,345.065,350047,US,2020-07-20,4982,12.0,6.087468254262999,USA,1629.8132340478887,2020-07-20 05:34:58,27.7663,-81.6868,1.4232374509708696,21309.0,3002641.0,FL,,13980.248477760948,84000012.0,345.065
12,139955.0,139.955,143129,US,2020-07-20,3174,13.0,10.487043156872472,USA,1348.0578102614918,2020-07-20 05:34:58,33.0406,-83.6431,2.2175799453639717,15010.0,1255319.0,GA,,11823.198529436004,84000013.0,139.955
15,338.0,0.338,1381,US,2020-07-20,24,15.0,10.137581462708182,USA,97.5370654974461,2020-07-20 05:34:58,21.0943,-157.4983,1.7378711078928313,140.0,104635.0,HI,1019.0,7390.1454368756495,84000015.0,0.338
16,10766.0,10.766,14874,US,2020-07-20,119,16.0,3.919591233024069,USA,832.3144373595813,2020-07-20 05:34:58,44.2405,-114.4788,0.800053785128412,583.0,146186.0,ID,3989.0,8180.228475181373,84000016.0,10.766
17,155262.0,155.262,162750,US,2020-07-20,7488,17.0,,USA,1284.3457937103121,2020-07-20 05:34:58,40.3495,-88.9861,4.600921658986176,,2245686.0,IL,,17721.888590440158,84000017.0,155.262
18,12784.0,12.784,56571,US,2020-07-20,2822,18.0,13.955913807427835,USA,840.3024322292546,2020-07-20 05:34:58,39.8494,-86.2583,4.988421629456789,7895.0,626880.0,IN,40965.0,9311.64004023042,84000018.0,12.784
19,10126.0,10.126,38813,US,2020-07-20,793,19.0,,USA,1230.1787282057132,2020-07-20 05:34:58,42.0115,-93.2105,2.0431298791641974,,415491.0,IA,27894.0,13168.994665728496,84000019.0,10.126
20,20704.0,20.704,21996,US,2020-07-20,309,20.0,6.605746499363519,USA,755.0164520542586,2020-07-20 05:34:58,38.5266,-96.7265,1.404800872885979,1453.0,249353.0,KS,983.0,8559.084259369227,84000020.0,20.704
21,15667.0,15.667,23161,US,2020-07-20,670,21.0,12.413108242303872,USA,518.4130530591652,2020-07-20 05:34:58,37.6681,-84.6701,2.8927939208151634,2875.0,490201.0,KY,6824.0,10972.177238575876,84000021.0,15.667
22,34875.0,34.875,91706,US,2020-07-20,3543,22.0,,USA,1972.6836680653091,2020-07-20 05:34:58,31.1695,-91.8678,3.8634331450504873,,1069304.0,LA,53288.0,23001.750561543493,84000022.0,34.875
23,422.0,0.422,3687,US,2020-07-20,117,23.0,10.17087062652563,USA,274.2870916194767,2020-07-20 05:34:58,44.6939,-69.3819,3.1733116354759967,375.0,137437.0,ME,3148.0,10224.354491702199,84000023.0,0.422
24,69410.0,69.41,78131,US,2020-07-20,3377,24.0,15.155316071725693,USA,1292.3442855063452,2020-07-20 05:34:58,39.0639,-76.8021,4.322228052885539,11841.0,739785.0,MD,5344.0,12236.588770824785,84000024.0,69.41
25,9713.0,9.713,113534,US,2020-07-20,8431,25.0,10.32025648704353,USA,1647.2100193500098,2020-07-20 05:34:58,42.2302,-71.5301,7.425969313157292,11717.0,1040535.0,MA,95390.0,15096.62019733615,84000025.0,9.713
26,20340.0,20.34,81868,US,2020-07-20,6366,26.0,,USA,819.7574071602307,2020-07-20 05:34:58,43.3266,-84.5361,7.77593198807837,,1484459.0,MI,55162.0,14864.12592069757,84000026.0,20.34
27,4622.0,4.622,46204,US,2020-07-20,1581,27.0,10.014284477534412,USA,819.2733142871733,2020-07-20 05:34:58,45.6945,-93.9002,3.421781663925201,4627.0,853188.0,MN,40001.0,15128.433911999931,84000027.0,4.622
28,15351.0,15.351,42638,US,2020-07-20,1355,28.0,8.74102912894601,USA,1432.6567655046842,2020-07-20 05:34:58,32.7416,-89.6787,3.1779164125897092,3727.0,378077.0,MS,25932.0,12703.564236871203,84000028.0,15.351
29,32385.0,32.385,33521,US,2020-07-20,1136,29.0,,USA,546.1734133581689,2020-07-20 05:34:58,38.4561,-92.2884,3.3889203782703383,,559079.0,MO,,9109.337005664262,84000029.0,32.385
30,1421.0,1.421,2533,US,2020-07-20,37,30.0,6.514015001973943,USA,236.9996388398713,2020-07-20 05:34:58,46.9219,-110.4544,1.4607185155941569,165.0,133159.0,MT,1075.0,12458.995226323896,84000030.0,1.421
31,5481.0,5.481,22583,US,2020-07-20,301,31.0,6.5580303768321295,USA,1167.4372727987065,2020-07-20 05:34:58,41.1254,-98.2681,1.3328610016384006,1481.0,232401.0,NE,16801.0,12014.063217273708,84000031.0,5.481
32,34276.0,34.276,35765,US,2020-07-20,647,32.0,,USA,1161.142487588291,2020-07-20 05:34:58,38.3135,-117.0554,1.809031175730463,,389788.0,NV,842.0,12654.813587363755,84000032.0,34.276
33,554.0,0.554,6203,US,2020-07-20,398,33.0,10.849588908592617,USA,456.1998836517466,2020-07-20 05:34:58,43.4525,-71.5639,6.416250201515397,673.0,143378.0,NH,5251.0,10544.74075741095,84000033.0,0.554
34,129672.0,129.672,176783,US,2020-07-20,15706,34.0,11.915172839017329,USA,1990.3086963913174,2020-07-20 05:34:58,40.2989,-74.521,8.88433842620614,21064.0,1791137.0,NJ,31405.0,20165.48846624537,84000034.0,129.672
35,9664.0,9.664,16971,US,2020-07-20,571,35.0,13.929644687997172,USA,809.3649982902756,2020-07-20 05:34:58,34.8405,-106.2485,3.3645630781922105,2364.0,460664.0,NM,6736.0,21969.55498040136,84000035.0,9.664
36,302151.0,302.151,406807,US,2020-07-20,32495,36.0,22.12228403149405,USA,2091.1698377484718,2020-07-20 05:34:58,42.1657,-74.9481,7.987817318777701,89995.0,5115470.0,NY,72161.0,26295.802603955133,84000036.0,302.151
37,31027.0,31.027,99803,US,2020-07-20,1652,37.0,,USA,951.5846745697307,2020-07-20 05:34:58,35.6301,-79.8064,1.6552608639018866,,1394864.0,NC,67124.0,13299.512093915342,84000037.0,31.027
38,796.0,0.796,5019,US,2020-07-20,92,38.0,6.0171348874277735,USA,658.6078298091231,2020-07-20 05:34:58,47.5289,-99.784,1.8330344690177327,302.0,133854.0,ND,4131.0,17564.7125824408,84000038.0,0.796
40,20672.0,20.672,74932,US,2020-07-20,3174,39.0,12.751561415683556,USA,641.0416541906562,2020-07-20 05:34:58,40.3888,-82.7649,4.23584049538248,9555.0,1162914.0,OH,51086.0,9948.704348495608,84000039.0,20.672
41,5349.0,5.349,25266,US,2020-07-20,451,40.0,9.451436713369748,USA,638.5187053430516,2020-07-20 05:34:58,35.5653,-96.9289,1.7850075199873348,2388.0,475940.0,OK,19466.0,12027.886987294067,84000040.0,5.349
42,11094.0,11.094,14579,US,2020-07-20,260,41.0,9.102133205295287,USA,345.6592954942425,2020-07-20 05:34:58,44.572,-122.0709,1.783387063584608,1327.0,335590.0,OR,3225.0,7956.636461685495,84000041.0,11.094
43,21582.0,21.582,105384,US,2020-07-20,7022,42.0,,USA,823.1845848328725,2020-07-20 05:34:58,40.5908,-77.2098,6.663250588324603,,1027379.0,PA,76780.0,8025.1514042075805,84000042.0,21.582
45,15086.0,15.086,17793,US,2020-07-20,990,44.0,11.734951947395047,USA,1679.5974176885877,2020-07-20 05:34:58,41.6809,-71.5118,5.5639858371269595,2088.0,179201.0,RI,1717.0,16915.952163615613,84000044.0,15.086
46,46278.0,46.278,69986,US,2020-07-20,1155,45.0,5.975480810447804,USA,1359.290883121494,2020-07-20 05:34:58,33.8569,-80.945,1.6503300660132023,4182.0,577386.0,SC,22553.0,11214.178919240803,84000045.0,46.278
47,836.0,0.836,7906,US,2020-07-20,118,46.0,9.790032886415382,USA,893.6776769354068,2020-07-20 05:34:58,44.2998,-99.4388,1.492537313432836,774.0,98087.0,SD,6952.0,11087.54898780208,84000046.0,0.836
48,32953.0,32.953,78115,US,2020-07-20,843,47.0,4.712283172246048,USA,1143.8425789121789,2020-07-20 05:34:58,35.7478,-86.6923,1.0791781348012546,3681.0,1197297.0,TN,44319.0,17532.090996656403,84000047.0,32.953
49,158309.0,158.309,335257,US,2020-07-20,4012,48.0,,USA,1156.2228442032856,2020-07-20 05:34:58,31.0545,-97.5635,1.196693879620709,,2932364.0,TX,172936.0,10113.03639989418,84000048.0,158.309
50,12959.0,12.959,34117,US,2020-07-20,243,49.0,5.9589061171849815,USA,1064.1748893778397,2020-07-20 05:34:58,40.15,-111.8624,0.7122548875926957,2033.0,462822.0,UT,20915.0,14436.308897371706,84000049.0,12.959
51,157.0,0.157,1350,US,2020-07-20,56,50.0,,USA,216.34996770776408,2020-07-20 05:34:58,44.0459,-72.7107,4.148148148148148,,82500.0,VT,1137.0,13221.386915474473,84000050.0,0.157
53,65386.0,65.386,77430,US,2020-07-20,2027,51.0,14.468552240733564,USA,907.1504615009352,2020-07-20 05:34:58,37.7693,-78.17,2.617848379181196,11203.0,907363.0,VA,10017.0,10630.437352432817,84000051.0,65.386
54,45499.0,45.499,46946,US,2020-07-20,1447,53.0,10.720828185574916,USA,616.5024249191682,2020-07-20 05:34:58,47.4009,-121.4905,3.0822647296894305,5033.0,791786.0,WA,,10397.861138692297,84000053.0,45.499
55,1517.0,1.517,4990,US,2020-07-20,100,54.0,,USA,278.4369808949824,2020-07-20 05:34:58,38.4912,-80.9545,2.004008016032064,,230988.0,WV,3373.0,12888.898064723486,84000054.0,1.517
56,8843.0,8.843,42315,US,2020-07-20,844,55.0,9.705778092874867,USA,726.7579160193143,2020-07-20 05:34:58,44.2685,-89.6165,1.9945645752097363,4107.0,776850.0,WI,32628.0,13342.358195902263,84000055.0,8.843
57,486.0,0.486,2126,US,2020-07-20,25,56.0,6.726246472248354,USA,367.3377001480754,2020-07-20 05:34:58,42.756,-107.3025,1.1759172154280342,143.0,44053.0,WY,1615.0,7611.631093425761,84000056.0,0.486
0,37864.0,37.864,68891,US,2020-07-21,1291,1.0,12.146724535860994,USA,1405.0255089294,2020-07-21 04:38:59,32.3182,-86.9023,1.8739748298036027,8368.0,593788.0,AL,29736.0,12110.25078596871,84000001.0,37.864
1,1220.0,1.22,1950,US,2020-07-21,18,2.0,,USA,266.5591317007156,2020-07-21 04:38:59,61.3707,-152.4044,0.9230769230769232,,175586.0,AK,712.0,24002.07779425736,84000002.0,1.22
3,123881.0,123.881,145183,US,2020-07-21,2784,4.0,4.613487805046045,USA,1994.6235030157102,2020-07-21 04:38:59,33.7298,-111.4312,1.9175798819421008,6698.0,793523.0,AZ,18518.0,10901.962529934875,84000004.0,123.881
4,7167.0,7.167,33927,US,2020-07-21,363,5.0,6.490405871429834,USA,1124.2280810814752,2020-07-21 04:38:59,34.9697,-92.3731,1.0699442921566893,2202.0,432816.0,AR,26397.0,14342.084509133132,84000005.0,7.167
5,390100.0,390.1,397870,US,2020-07-21,7770,6.0,,USA,1006.9542278094552,2020-07-21 04:38:59,36.1162,-119.6816,1.9528991881770428,,6414321.0,CA,,16233.763916548052,84000006.0,390.1
6,33821.0,33.821,40566,US,2020-07-21,1758,8.0,14.876196113248493,USA,704.1128469858662,2020-07-21 04:38:59,39.0598,-105.3111,4.33560224918615,6032.0,442169.0,CO,4969.0,7678.23008382395,84000008.0,33.821
7,35183.0,35.183,48055,US,2020-07-21,4406,9.0,22.170429715950476,USA,1347.8578302391925,2020-07-21 04:38:59,41.5978,-72.7554,9.168660909374672,10654.0,657293.0,CT,8466.0,18435.90712332556,84000009.0,35.183
8,5739.0,5.739,13624,US,2020-07-21,523,10.0,,USA,1399.1069704774466,2020-07-21 04:38:59,39.3185,-75.5071,3.838813857897828,,152995.0,DE,7362.0,15711.712488857669,84000010.0,5.739
10,8851.0,8.851,11339,US,2020-07-21,579,11.0,,USA,1606.6618585361084,2020-07-21 04:38:59,38.8974,-77.0268,5.106270394214659,,151740.0,District of Columbia,1909.0,21500.56181446945,84000011.0,8.851
11,355322.0,355.322,360394,US,2020-07-21,5072,12.0,5.994827882817138,USA,1677.9887005786504,2020-07-21 04:38:59,27.7663,-81.6868,1.407348624005949,21605.0,3052106.0,FL,,14210.556726716599,84000012.0,355.322
12,142405.0,142.405,145582,US,2020-07-21,3177,13.0,10.33575579398552,USA,1371.1613448950845,2020-07-21 04:38:59,33.0406,-83.6431,2.1822752812847743,15047.0,1273781.0,GA,,11997.082531231921,84000013.0,142.405
15,326.0,0.326,1393,US,2020-07-21,24,15.0,10.768126346015793,USA,98.3845997378294,2020-07-21 04:38:59,21.0943,-157.4983,1.7229002153625268,150.0,105956.0,HI,1043.0,7483.444831171179,84000015.0,0.326
16,10997.0,10.997,15268,US,2020-07-21,122,16.0,3.929787791459261,USA,854.361760764158,2020-07-21 04:38:59,44.2405,-114.4788,0.7990568509300497,600.0,147888.0,ID,4149.0,8275.468435675255,84000016.0,10.997
17,156428.0,156.428,163922,US,2020-07-21,7494,17.0,,USA,1293.594661730149,2020-07-21 04:38:59,40.3495,-88.9861,4.571686533839265,,2280284.0,IL,,17994.919593640094,84000017.0,156.428
18,13059.0,13.059,57206,US,2020-07-21,2825,18.0,13.881411040799913,USA,849.7346862899143,2020-07-21 04:38:59,39.8494,-86.2583,4.938293186029439,7941.0,635660.0,IN,41322.0,9442.057663305368,84000018.0,13.059
19,10521.0,10.521,39343,US,2020-07-21,798,19.0,,USA,1246.9770876715888,2020-07-21 04:38:59,42.0115,-93.2105,2.02831507510866,,418544.0,IA,28024.0,13265.759555255509,84000019.0,10.521
20,21328.0,21.328,22656,US,2020-07-21,312,20.0,6.607521186440677,USA,777.6710646363557,2020-07-21 04:38:59,38.5266,-96.7265,1.3771186440677967,1497.0,261531.0,KS,1016.0,8977.096186679499,84000020.0,21.328
21,15867.0,15.867,23414,US,2020-07-21,671,21.0,12.308875032032118,USA,524.0759563199903,2020-07-21 04:38:59,37.6681,-84.6701,2.86580678226702,2882.0,494154.0,KY,6876.0,11060.657304149165,84000021.0,15.867
22,38142.0,38.142,94892,US,2020-07-21,3462,22.0,,USA,2041.2175716970896,2020-07-21 04:38:59,31.1695,-91.8678,3.648358133456983,,1102924.0,LA,53288.0,23724.94887921469,84000022.0,38.142
23,435.0,0.435,3711,US,2020-07-21,117,23.0,10.105092966855297,USA,276.0725242744448,2020-07-21 04:38:59,44.6939,-69.3819,3.152789005658852,375.0,139222.0,ME,3159.0,10357.146045415457,84000023.0,0.435
24,69959.0,69.959,78685,US,2020-07-21,3382,24.0,15.119781406875514,USA,1301.5078535417026,2020-07-21 04:38:59,39.0639,-76.8021,4.298150854673699,11897.0,749279.0,MD,5344.0,12393.626523401834,84000024.0,69.959
25,9966.0,9.966,113789,US,2020-07-21,8433,25.0,10.301522994314038,USA,1650.909691297922,2020-07-21 04:38:59,42.2302,-71.5301,7.411085430050356,11722.0,1051281.0,MA,95390.0,15252.5287257764,84000025.0,9.966
26,20860.0,20.86,82395,US,2020-07-21,6373,26.0,,USA,825.0343426365273,2020-07-21 04:38:59,43.3266,-84.5361,7.734692639116452,,1506789.0,MI,55162.0,15087.719790120154,84000026.0,20.86
27,4780.0,4.78,47107,US,2020-07-21,1585,27.0,9.930583565075256,USA,835.284997318974,2020-07-21 04:38:59,45.6945,-93.9002,3.364680408431868,4678.0,867410.0,MN,40742.0,15380.613486837441,84000027.0,4.78
28,12216.0,12.216,43889,US,2020-07-21,1358,28.0,8.580737770284125,USA,1474.6909512930972,2020-07-21 04:38:59,32.7416,-89.6787,3.094169381849666,3766.0,389975.0,MS,30315.0,13103.342608182587,84000028.0,12.216
29,32964.0,32.964,34102,US,2020-07-21,1138,29.0,,USA,555.6399195232922,2020-07-21 04:38:59,38.4561,-92.2884,3.337047680487948,,571912.0,MO,,9318.431108275323,84000029.0,32.964
30,1247.0,1.247,2620,US,2020-07-21,39,30.0,6.3740458015267185,USA,245.13977645497943,2020-07-21 04:38:59,46.9219,-110.4544,1.4885496183206106,167.0,139042.0,MT,1334.0,13009.436945745516,84000030.0,1.247
31,5422.0,5.422,22847,US,2020-07-21,313,31.0,6.486628441370858,USA,1181.0848590369767,2020-07-21 04:38:59,41.1254,-98.2681,1.3699829299251542,1482.0,234896.0,NE,17112.0,12143.043246305848,84000031.0,5.422
32,35198.0,35.198,36713,US,2020-07-21,648,32.0,,USA,1191.9201494989215,2020-07-21 04:38:59,38.3135,-117.0554,1.765042355568872,,395421.0,NV,867.0,12837.693934982512,84000032.0,35.198
33,600.0,0.6,6249,US,2020-07-21,398,33.0,10.769723155704913,USA,459.5829554956899,2020-07-21 04:38:59,43.4525,-71.5639,6.3690190430468885,673.0,143378.0,NH,5251.0,10544.74075741095,84000033.0,0.6
34,129800.0,129.8,176963,US,2020-07-21,15715,34.0,11.899662641343104,USA,1992.3352236329104,2020-07-21 04:38:59,40.2989,-74.521,8.880387425620045,21058.0,1802874.0,NJ,31448.0,20297.62930088188,84000034.0,129.8
35,9873.0,9.873,17215,US,2020-07-21,578,35.0,13.865814696485625,USA,821.0016172038826,2020-07-21 04:38:59,34.8405,-106.2485,3.3575370316584374,2387.0,469215.0,NM,6764.0,22377.361244049946,84000035.0,9.873
36,302591.0,302.591,407326,US,2020-07-21,32506,36.0,22.094096620397426,USA,2093.8377297606335,2020-07-21 04:38:59,42.1657,-74.9481,7.98034007158885,89995.0,5164812.0,NY,72229.0,26549.442541650853,84000036.0,302.591
37,20847.0,20.847,101231,US,2020-07-21,1677,37.0,,USA,965.2001261622237,2020-07-21 04:38:59,35.6301,-79.8064,1.6566071657891357,,1423888.0,NC,78707.0,13576.245194069763,84000037.0,20.847
38,814.0,0.814,5126,US,2020-07-21,93,38.0,5.950058525165821,USA,672.6486821282258,2020-07-21 04:38:59,47.5289,-99.784,1.8142801404603977,305.0,135978.0,ND,4219.0,17843.43006212093,84000038.0,0.814
40,21119.0,21.119,76168,US,2020-07-21,3189,39.0,12.616846969856107,USA,651.6156077029027,2020-07-21 04:38:59,40.3888,-82.7649,4.186797605293561,9610.0,1181912.0,OH,51860.0,10111.231831364265,84000039.0,21.119
41,5234.0,5.234,25436,US,2020-07-21,452,40.0,9.447240132096242,USA,642.8149208068495,2020-07-21 04:38:59,35.5653,-96.9289,1.7770089636735336,2403.0,476108.0,OK,19750.0,12032.132659046529,84000040.0,5.234
42,11247.0,11.247,14847,US,2020-07-21,262,41.0,9.341954603623627,USA,352.01341382831595,2020-07-21 04:38:59,44.572,-122.0709,1.764666262544622,1387.0,340044.0,OR,3338.0,8062.238114894314,84000041.0,11.247
43,22600.0,22.6,106405,US,2020-07-21,7025,42.0,,USA,794.7046353500226,2020-07-21 04:38:59,40.5908,-77.2098,6.898110833710117,,1039913.0,PA,76780.0,8123.058065430301,84000042.0,22.6
45,15171.0,15.171,17904,US,2020-07-21,995,44.0,11.785075960679178,USA,1690.0754322652995,2020-07-21 04:38:59,41.6809,-71.5118,5.557417336907953,2110.0,183625.0,RI,1738.0,17333.562402240597,84000044.0,15.171
46,47728.0,47.728,71445,US,2020-07-21,1164,45.0,5.853453705647701,USA,1387.6280562486088,2020-07-21 04:38:59,33.8569,-80.945,1.6292252781860173,4182.0,588316.0,SC,22553.0,11426.464938623509,84000045.0,47.728
47,829.0,0.829,7943,US,2020-07-21,118,46.0,9.744429057031347,USA,897.8600794204319,2020-07-21 04:38:59,44.2998,-99.4388,1.485584791640438,774.0,98654.0,SD,6996.0,11151.641479937469,84000046.0,0.829
48,32933.0,32.933,79754,US,2020-07-21,847,47.0,4.6543120094289945,USA,1167.8425531403943,2020-07-21 04:38:59,35.7478,-86.6923,1.062015698272187,3712.0,1215167.0,TN,45974.0,17793.76246673463,84000047.0,32.933
49,161806.0,161.806,343783,US,2020-07-21,4106,48.0,,USA,1185.6270206102722,2020-07-21 04:38:59,31.0545,-97.5635,1.194358068898113,,2984554.0,TX,177871.0,10293.027482075815,84000048.0,161.806
50,12775.0,12.775,34526,US,2020-07-21,247,49.0,5.983896194172508,USA,1076.9323865128613,2020-07-21 04:38:59,40.15,-111.8624,0.7154028847824828,2066.0,469404.0,UT,21504.0,14641.614144664405,84000049.0,12.775
51,165.0,0.165,1360,US,2020-07-21,56,50.0,,USA,217.9525600611549,2020-07-21 04:38:59,44.0459,-72.7107,4.117647058823529,,83868.0,VT,1139.0,13440.62154941834,84000050.0,0.165
53,66237.0,66.237,78375,US,2020-07-21,2031,51.0,14.373205741626794,USA,918.2218445064676,2020-07-21 04:38:59,37.7693,-78.17,2.5913875598086125,11265.0,920461.0,VA,10107.0,10783.890235614259,84000051.0,66.237
54,46290.0,46.29,47743,US,2020-07-21,1453,53.0,10.604695976373499,USA,626.9687571447163,2020-07-21 04:38:59,47.4009,-121.4905,3.0433780868399563,5063.0,809339.0,WA,,10628.369958711171,84000053.0,46.29
55,1518.0,1.518,5084,US,2020-07-21,100,54.0,,USA,283.6820863467115,2020-07-21 04:38:59,38.4912,-80.9545,1.966955153422502,,234980.0,WV,3466.0,13111.647649439472,84000054.0,1.518
56,9042.0,9.042,43018,US,2020-07-21,846,55.0,9.598307685155053,USA,738.8319043204268,2020-07-21 04:38:59,44.2685,-89.6165,1.966618624761728,4129.0,783866.0,WI,33130.0,13462.857629644235,84000055.0,9.042
57,511.0,0.511,2187,US,2020-07-21,24,56.0,6.584362139917697,USA,377.8774930497841,2020-07-21 04:38:59,42.756,-107.3025,1.0973936899862826,144.0,44114.0,WY,1652.0,7622.170886327471,84000056.0,0.511
0,39319.0,39.319,70358,US,2020-07-22,1303,1.0,12.135080587850707,USA,1434.9448368764386,2020-07-22 04:34:54,32.3182,-86.9023,1.8519571335171552,8538.0,600381.0,AL,29736.0,12244.71440502449,84000001.0,39.319
1,1287.0,1.287,2042,US,2020-07-22,18,2.0,,USA,279.1352548373648,2020-07-22 04:34:54,61.3707,-152.4044,0.8814887365328109,,178626.0,AK,737.0,24417.63664572925,84000002.0,1.287
3,126902.0,126.902,148683,US,2020-07-22,2918,4.0,4.636710316579569,USA,2042.7089004834231,2020-07-22 04:34:54,33.7298,-111.4312,1.96256465096884,6894.0,807666.0,AZ,18863.0,11096.26875175941,84000004.0,126.902
4,6998.0,6.998,34655,US,2020-07-22,374,5.0,6.51276872024239,USA,1148.3515828065704,2020-07-22 04:34:54,34.9697,-92.3731,1.0792093493002453,2257.0,439635.0,AR,27283.0,14568.043517736738,84000005.0,6.998
5,401417.0,401.417,409305,US,2020-07-22,7888,6.0,,USA,1035.8946394891523,2020-07-22 04:34:54,36.1162,-119.6816,1.9271692258828992,,6536932.0,CA,,16544.075487729457,84000006.0,401.417
6,34259.0,34.259,41059,US,2020-07-22,1763,8.0,14.75841231938793,USA,712.6737534069977,2020-07-22 04:34:54,39.0598,-105.3111,4.295704295704296,6057.0,451299.0,CO,5019.0,7836.7718193714745,84000008.0,34.259
7,35224.0,35.224,48096,US,2020-07-22,4406,9.0,22.151530272787763,USA,1349.0078077865821,2020-07-22 04:34:54,41.5978,-72.7554,9.160844976713241,10654.0,662837.0,CT,8466.0,18591.40652631892,84000009.0,35.224
8,5859.0,5.859,13746,US,2020-07-22,525,10.0,,USA,1411.635673530753,2020-07-22 04:34:54,39.3185,-75.5071,3.819292885202968,,158347.0,DE,7362.0,16261.332314606003,84000010.0,5.859
10,8915.0,8.915,11427,US,2020-07-22,580,11.0,,USA,1619.1308808088995,2020-07-22 04:34:54,38.8974,-77.0268,5.0756979084624145,,155711.0,District of Columbia,1932.0,22063.226444529144,84000011.0,8.915
11,364628.0,364.628,369834,US,2020-07-22,5206,12.0,5.981872948403878,USA,1721.941189614157,2020-07-22 04:34:54,27.7663,-81.6868,1.407658571142729,22123.0,3099750.0,FL,,14432.386428793685,84000012.0,364.628
